,decade,artist,song,track id,release date,song length (ms),explicit,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time signature,valence
29,1970-1979,Bob Marley & The Wailers,Three Little Birds,6A9mKXlFRPMPem6ygQSt7z,1977-01-03,180266,False,79,0.0111,0.814,0.482,1.57e-06,9,0.0476,-10.493,1,0.0588,148.404,4,0.615
30,1970-1979,The Police,Roxanne,3EYOJ48Et32uATr9ZmLnAo,1978-11-02,191946,False,79,0.0384,0.618,0.748,4.1e-06,0,0.0473,-8.905,1,0.358,134.114,4,0.663
31,1970-1979,Led Zeppelin,Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,1970,146250,False,79,0.013,0.564,0.932,0.169,11,0.349,-10.068,1,0.0554,112.937,4,0.619
32,1970-1979,America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,1972,252239,False,79,0.686,0.654,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831
33,1970-1979,Kansas,Dust in the Wind,6zeE5tKyr8Nu882DQhhSQI,1977,206266,False,79,0.367,0.475,0.322,0.00056,7,0.11,-10.687,1,0.0283,93.503,4,0.387
34,1970-1979,Fleetwood Mac,Landslide,5ihS6UUlyQAfmp48eSkxuQ,1975-07-11,199493,False,79,0.883,0.414,0.161,0.000223,7,0.117,-22.32,0,0.0318,159.375,4,0.423
35,1970-1979,Stealers Wheel,Stuck In The Middle With You,3Vby4nGmtbDo7HDJamOWkT,1972-01-01,208946,False,78,0.0936,0.82,0.575,0.000135,7,0.109,-9.144,1,0.0408,123.765,4,0.964
36,1970-1979,Pink Floyd,"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,1979-11-30,238746,False,78,0.0782,0.693,0.394,0.000694,0,0.247,-15.882,1,0.0428,104.114,4,0.721
37,1970-1979,"Earth, Wind & Fire",Boogie Wonderland,6ztstiyZL6FXzh4aG46ZPD,1979-06,288293,False,78,0.0843,0.802,0.756,0.00765,2,0.0521,-10.791,0,0.0349,131.715,4,0.963
38,1970-1979,George Harrison,My Sweet Lord - Remastered 2014,0qdQUeKVyevrbKhAo0ibxS,1970-11-27,281226,False,78,0.0972,0.537,0.701,0.0,1,0.0832,-8.913,0,0.0335,120.919,4,0.583
39,1970-1979,ZZ Top,La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,1973-07-26,230480,False,78,0.00249,0.545,0.64,0.0304,4,0.196,-9.937,0,0.224,80.544,4,0.606
40,1970-1979,Yusuf / Cat Stevens,Wild World,7mjSHL2Eb0kAwiKbvNNyD9,1970-11-23,200560,False,78,0.345,0.48,0.542,0.000609,0,0.113,-8.51,1,0.0348,152.853,4,0.567
41,1970-1979,Michael Jackson,Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ,1979-08-10,365466,False,78,0.126,0.878,0.821,0.0461,11,0.183,-9.875,1,0.089,118.881,4,0.947
42,1970-1979,John Travolta,You're The One That I Want - From “Grease”,0B9x2BRHqj3Qer7biM3pU3,1978-04-04,169840,False,78,0.281,0.758,0.612,0.00288,0,0.0954,-11.403,1,0.0598,106.945,4,0.822
43,1970-1979,ABBA,Mamma Mia,2TxCwUlqaOH3TIyJqGgR91,1975,213266,False,78,0.295,0.749,0.748,0.000443,2,0.469,-7.011,1,0.0323,137.547,4,0.827
44,1970-1979,Don McLean,American Pie,1fDsrQ23eTAVFElUMaf38X,1971,516893,False,78,0.699,0.531,0.481,0.0,4,0.0842,-11.709,0,0.06,138.45,4,0.491
45,1970-1979,Eagles,Take It Easy - 2013 Remaster,4yugZvBYaoREkJKtbG08Qr,1972,211577,False,78,0.343,0.575,0.67,4.95e-06,7,0.129,-10.39,1,0.0318,139.191,4,0.74
